Study Num,Study Title (O),Authors (O),Journal (O),Volume (O),Issue (O),Pages (O),Project URL,Descriptors (O),Number of Authors (O),Number of Authors (R),1st author (O),"Citation Count, 1st author (O)",Institution 1st author (O),Senior author (O),"Citation count, senior author (O)",Institution senior author (O),1st author (R),"Citation count, 1st author (R)",Institution 1st author (R),Senior author (R),"Citation count, senior author (R)",Institution senior author (R),"Citation count, paper (O)","Institution prestige, 1st author (O)","Institution prestige, senior author (O)","Institution prestige, 1st author (R)","Institution prestige, senior author (R)",Number of Studies (O),Discipline (O),Number of research sites (O),Secondary data (O),Methodology expertise required (O),Opportunity for expectancy bias (O),Opportunity for lack of diligence (O),Surprising result (O),Exciting result (O),Internal conceptual replications (O),Successful conceptual replications (O),Internal direct replications (O),Successful direct replications (O),Feasibility (O),Status (R),Completion (R),Secondary (R),Contact Researcher (R),Study claim date (R),Analysis completion date (R),Coder's email (R),Replicated study number (R),Test statistic (O),N (O),Reported P-value (O),Calculated P-value (O),# Tails (O),Type of analysis (O),Type of effect (O),Description of effect (O),Effect size (O),Actual Power (O),80% power,90% power,95% power,Collect materials from authors,Planned Sample,Planned Power,Original Author's Assessment,OSC reviewer (O),Test statistic (R),N (R),P-value (R),Direction (R),# Tails (R),Type of analysis (R),Type of effect (R),Replicate (R),Power (R),Effect Size (R),OSC reviewer (R),Notes (R),Project audit complete (R),R check location (R),Degree (R),Year of highest degree (R),Current position (R),Domain expertise (R),Method expertise (R),Total publications (R),Peer-reviewed articles (R),Citations (R),Implementation quality (R),Data collection quality (R),Replication similarity (R),Differences (R),Effect similarity (R),Findings similarity (R),Difficulty of implimentation (R),Surprise of outcome (R),Dummy,Number of Research sites (R),Secondary data (R),Area of expertise (R),T_N..O.,T_Test.Statistic..O.,T_TestComparison..O.,T_df1..O.,T_df2..O.,T_Test.value..O.,T_p.comparison..O.,T_pval..O.,T_pval.recalc..O.,T_pval_USE..O.,T_sign..O.,T_r..O.,T_N..R.,T_Test.Statistic..R.,T_Test.Comparison..R.,T_df1..R.,T_df2..R.,T_Test.value..R.,T_p.comparison..R.,T_pval..R.,T_pval.recalc..R.,T_pval_USE..R.,T_sign..R.,T_r..R.,T_Comparison.effects..R.O.,Type of analysis (O),Type of analysis (R),,T_sign_O,T_sign_R,T_O_larger,T_N_O_for_tables,T_N_R_for_tables,Meta-analytic estimate (Fz),O within CI R,Meta-analysis significant
143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.","N Epley, S Akalis, A Waytz, JT Cacioppo",PS,19,2,114-20,https://osf.io/yuybh/,"Adult, Female, Humans, Interpersonal Relations, Loneliness, Male, Motivation, Object Attachment, Questionnaires, Religion and Psychology, Social Behavior",4,2,Epley,5920,University of Chicago,Cacioppo,86172,University of Chicago,Sandstrom,98,University of Cambridge,Dunn,2531,University of British Columbia,185,4.71,4.71,5.73,3.67,3,Social,1,Collected themselves,Moderate expertise required,Moderate opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.4,2.8,1,1,0,0,0,1,1,0,G Sandstrom,1-1-2012,7/28/12,G Sandstrom,3,"F(4, 108) = 3.67",57,0.01,,,mixed ANOVA,interaction,"People who were feeling socially disconnected attempted to restore feelings of belonging by demonstrating more beliefs in supernatural agents and events, and by attributing more social traits to pets",_^2 =.12,,51,66,81,Complete,81,0.95,1,K Lemm,"F(4, 150) = .58",78,0.68,same,,mixed ANOVA,interaction,no,0.95,__p^2 = .02,K Lemm,Power calculations assume a correlation of r = .5 between repeated measures; Data had already been collected when requirement to get original authors assessment was added.,1,https://osf.io/utcr3/,PhD or equivalent,2004,Associate Professor (or equivalent),High Expertise,High Expertise,61,41,,was about the same quality as the original study,was about the same as the average study,Extremely similar,"One difference from the original study is that the current participants wore headphones while watching the movie, while the original participants heard the sound through high quality speakers; this may result in differences in the intensity of emotional responses to the movie. Further, participants in the current study saw four inkblot drawings on each page, instead of one per page; this may lead participants to compare the images presented on the same page, thus possibly detecting more faces. These deviations from the original study are not expected to significantly affect the results.",Slightly similar,Somewhat similar,Not at all challenging,Results were extremely surprising,X,1,No data used was pre-existing,Social,57,F,is,4,108,3.67,is,0.01,0.007654847,0.007654847,,0.172960188,78,F,is,4,150,0.58,is,0.68,0.677581223,0.677581223,,0.061707156,,3x3 mixed ANOVA,3x3 ANOVA,,1,0,1,108,150,,0,
144,Creating social connection through inferential reproduction,"N Epley, S Akalis, A Waytz, JT Cacioppo",PS,19,2,114-20,,"Adult, Female, Humans, Interpersonal Relations, Loneliness, Male, Motivation, Object Attachment, Questionnaires, Religion and Psychology, Social Behavior",4,,Epley,5920,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,
145,ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm,"N Halevy, G Bornstein, L Sagiv",PS,19,4,405-11,https://osf.io/76qc5/,"Adult, Conflict (Psychology), Female, Hate, Humans, Interpersonal Relations, Love, Male, Motivation",3,3,Halevy,783,The Hebrew University,Sagiv,4290,The Hebrew University,Thomae,44,University of Winchester,Thomae,44,University of Winchester,126,2.48,2.48,2.04,2.04,1,Social,1,Collected themselves,Strong expertise required,Moderate opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,2.75,4,0,0,0,0,0,1,1,0,M Thomae,7/15/14,12-11-2014,M Kidwell,1,"F(1, 76) = 109.74",240,0,,2,t-test,main effect,The contribution rate to Pool B was significantly lower in the IPD-MD game than the contribution rate to Pool B (the only pool) in the IPD game.,__p^2 = .59,,24,30,36,Complete,44,0.99,1,J Goss,"F(1, 36) = 26.76",120,0.0001,same,2,t-test,main effect,yes,0.99,__p^2 = .426,J Hodsoll,,1,https://osf.io/7xyi5/,PhD or equivalent,2011,Assistant Professor (or equivalent),Moderate Expertise,Moderate Expertise,10,10,48,was of slightly lower quality than the original study,was about the same as the average study,Very similar,- use of female rather than male participants (80% of sample female in replication) - data collection in groups of 3 rather than in individual cubicles,Extremely similar,Very similar,Very challenging,Results were slightly surprising,X,1,No data used was pre-existing,Social,80,F,is,1,76,109.74,is,0.00E+00,2.10E-16,2.10E-16,,0.768651993,40,F,is,1,36,26.76,is,0.0001,8.85E-06,8.85E-06,,0.652982567,,ANOVA,Univariate ANOVA,,1,1,1,76,36,0.941760874,1,1
146,A word-order constraint on phonological activation,"N Janssen, FX Alario, A Caramazza",PS,19,3,216-20,https://osf.io/dncxa/,"Color Perception, Humans, Language, Pattern Recognition, Visual, Phonetics, Psycholinguistics, Semantics, Verbal Behavior",3,1,Janssen,569,CNRS,Caramazza,33703,Harvard University,Melinger,773,University of Dundee,Melinger,773,University of Dundee,15,1.9,6.74,1.83,1.83,2,Cognitive,1,Collected themselves,Moderate expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,5.33,5,1,1,0,0,0,1,1,0,A Melinger,7/29/14,11/20/14,M Kidwell,2,t(14) = 3.2,15,<.007,,2,t-test,main effect,"Color and object naming times in the congruent condition were faster than in the incongruent condition in the color and object naming tasks, respectively, but these differences did not reach significance.",d = 1.71,,12,18,21,Complete,21,0.95,1,B Lassetter,t(11) = 1.9,12,0.09,same,2,dependent samples t-test,main effect,no,0.8,dz = .548,D Williams,"original effect size based on dependent t-test of effect of condition on the effect of valence, so the means * sd's represent the mean and sd of the differences between pos and negative valence items in each condition",1,https://osf.io/7cab3/,PhD or equivalent,2001,Associate Professor (or equivalent),Moderate Expertise,High Expertise,40,37,766,was about the same quality as the original study,was slightly worse than the average study,Virtually identical,Sample size,Not at all similar,Slightly similar,Not at all challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Cognitive,30,t,is,1,14,3.2,<,0.007,0.006420541,0.006420541,,0.649955571,24,t,is,1,11,1.9,is,0.09,0.083950437,0.083950437,,0.497082522,,dependent samples t-test,paired sample t-test,,1,0,1,14,11,0.675309572,1,1
147,Enhancing the Pace of Recovery: Self-Distanced Analysis of Negative Experiences Reduces Blood Pressure Reactivity,"O Ayduk, E Kross",PS,19,3,229-31,,"Adaptation, Psychological, Adolescent, Adult, Blood Pressure, Conflict (Psychology), Defense Mechanisms, Emotions, Female, Humans, Imagination, Life Change Events, Male, Mental Recall, Problem Solving, Self Care [psychology]",2,2,Ayduk,4743,UC Berkeley,Ayduk,4743,UC Berkeley,Munoz,0,Green Neuro Lab,Lam,0,Green Neuro Lab,86,5.61,5.61,2.24,2.24,1,Social,1,Collected themselves,Moderate expertise required,No opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,Moderately surprising,Very exciting and important,0,,0,,0,1,0,0,A Munoz,1/31/14,,J Cohoon,1,"F(1, 69) = 6.98",37,<.01,,,ANCOVA,interaction,participants in the self-distanced group show lower MAP reactivity than those in the self-immersed group during the manipulation phase,,,78,120,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,37,F,is,1,69,6.98,<,0.01,0.010189448,0.010189448,,0.303094508,,,,,,,,,,,,,,,,,,,,,,,,
148,The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk,"P Bressan, D Stranieri",PS,19,2,145-51,https://osf.io/blcj6/,"Adult, Choice Behavior, Female, Humans, Male, Marriage [psychology], Reproductive Behavior [psychology], Sexual Behavior [psychology], Social Behavior, Social Desirability",2,2,Bressan,1999,University of Padua,Bressan,1999,University of Padua,Frazier,258,University of Virginia,Frazier,258,University of Virginia,20,1.97,1.97,4.36,4.36,2,Social,1,Collected themselves,Slight expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.5,3.6,0,0,0,0,0,1,1,0,R Frazier,1-1-2012,12/29/14,R Frazier,2,"F(1, 194) = 7.16",208,0.008,,,RM ANOVA,interaction,There was an interaction between manÍs availability and participantÍs conception risk for partnered women but this interaction was non existent for unpartnered women.,f = 0.19,,64,80,96,Complete,132,0.99,1,S Koleva,"F(1,259) = 0.236",263,0.628,opposite,,RM ANOVA,interaction,no,0.99,_^2 = .001,C Anderson,,1,https://osf.io/2a5ru/,PhD or equivalent,2015,Post-doc or Research Scientist,Some Expertise,Some Expertise,8,5,258,was of slightly higher quality than the original study,was better than the average study,Virtually identical,The materials were translated from Italian to English and photos might have been a little out of date since the original study was published in 2008.,Not at all similar,Slightly similar,Moderately challenging,Results were moderately surprising,X,1,No data used was pre-existing,Social,208,F,is,1,194,7.16,is,0.008,0.008092031,0.008092031,,0.188662549,263,F,is,1,259,0.236,is,0.628,0.627520896,0.627520896,,-0.030172295,,repeated measures ANOVA,General Linear Model (repeated measures),,1,0,1,194,259,0.064449075,0,0
149,The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk,"P Bressan, D Stranieri",PS,19,2,145-51,https://osf.io/blcj6/,"Adult, Choice Behavior, Female, Humans, Male, Marriage [psychology], Reproductive Behavior [psychology], Sexual Behavior [psychology], Social Behavior, Social Desirability",2,2,Bressan,1999,University of Padua,Bressan,1999,University of Padua,Frazier,258,University of Virginia,Frazier,258,University of Virginia,20,1.97,1.97,4.36,4.36,2,Social,1,Collected themselves,Slight expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.5,3.6,0,0,0,0,0,1,1,1,R Frazier,1-1-2012,12/29/14,R Frazier,2,"F(1, 194) = 7.16",208,0.008,,,RM ANOVA,interaction,There was an interaction between manÍs availability and participantÍs conception risk for partnered women but this interaction was non existent for unpartnered women.,f = 0.19,,64,80,96,Complete,132,0.99,1,S Koleva,"F(1,314) = 0.105",318,0.746,same,,RM ANOVA,interaction,no,0.99,_^2 = 0.000,C Anderson,,1,https://osf.io/47cs8/,PhD or equivalent,2015,Post-doc or Research Scientist,Some Expertise,Some Expertise,8,5,258,was of slightly higher quality than the original study,was better than the average study,Virtually identical,The materials were translated from Italian to English and photos might have been a little out of date since the original study was published in 2008.,Not at all similar,Slightly similar,Moderately challenging,Results were moderately surprising,X,1,No data used was pre-existing,Social,208,F,is,1,194,7.16,is,0.008,0.008092031,0.008092031,,0.188662549,318,F,is,1,314,0.105,is,0.746,0.74612573,0.74612573,,0.018283411,,repeated measures ANOVA,General Linear Model (GLM) repeated measures,,1,0,1,194,314,0.084143664,0,0
150,Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field,"S Forti, GW Humphreys",PS,19,1,42-8,https://osf.io/tf8ky/,"Adolescent, Adult, Attention, Discrimination Learning, Eye Movements, Female, Fixation, Ocular, Humans, Male, Orientation, Probability, Psychomotor Performance, Reaction Time, Semantics, Visual Fields",2,2,Forti,134,University of Birmingham,Humphreys,11039,University of Birmingham,Dorrough,0,University of G_ttigen,Fiedler,0,MPI for Collective Goods,7,2.7,2.7,2.08,3.02,1,Cognitive,1,Collected themselves,Strong expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,2.67,2.67,0,0,0,0,0,1,1,0,A Dorrough,8-5-2014,1/19/15,J Cohoon,1,"F(1, 13) = 14.2",14,prep = .99,,,RM ANOVA,interaction,There was a significant interaction between viewpoint (prototypical or non-prototypical) and visual field (upper visual field or lower visual field) on the probability of the first fixation being on the target.,__p^2 = 0.522,,11,13,15,Unavailable,15,0.95,9,M Barnett Cowan,"F(1,18)=0.81",19,0.369,same,,RM ANOVA,interaction,no,0.98,_2 = .0065,L Lazarevic,,1,https://osf.io/jknef/,PhD or equivalent,2013,Assistant Professor (or equivalent),No Expertise,High Expertise,12,9,292,was about the same quality as the original study,was about the same as the average study,Very similar,"Because the original materials were unable to be obtained from Forti or Humphreys, the stimuli and the program used to present them had to be reconstructed. The list of objects used as stimuli were drawn from another of HumphreyÍsÍ papers (Yoon & Humphreys, 2008), the images were created according to the description and the screenshot in the original article. The instructions, and the experiment as a whole, were conducted in German. Additionally, the SMI RED 250 eye tracker was used rather than the head-mounted SMI Eyelink V2.04, but both eye trackers had the same sampling rate (250 Hz). Stimuli were presented on a larger monitor (22 in.) and using a computer with a slightly faster processor (Intel Core i7-2620m CPU processor at 2.70 ghz). Other than these discrepancies, there were no anticipated differences between the present replication and the original study.",Slightly similar,Somewhat similar,Not at all challenging,Results were exactly as anticipated,X,1,No data used was pre-existing,Cognitive,14,F,is,1,13,14.2,prep,0.99,0.002344469,0.002344469,,0.722536382,19,F,is,1,18,0.81,is,0.369,0.380003702,0.380003702,,0.207514339,,2x2 within ANOVA,Repeated measurement ANOVA,,1,0,1,13,18,0.501203829,0,1
151,With a clean conscience: Cleanliness reduces the severity of moral judgments.,"S Schnall, J Benton, S Harvey",PS,19,12,1219-22,https://osf.io/apidb/,"Adult, Analysis of Variance, Communication, Conscience, Cues, Emotions [physiology], Female, Great Britain, Humans, Intuition [physiology], Judgment [physiology], Male, Morals, Social Behavior, Social Perception, Students [psychology], Young Adult",3,3,Schnall,1700,University of Plymouth,Schnall,1700,University of Plymouth,Johnson,11,Michigan State University,Donnellan,5924,Texas A&M,246,2.03,2.03,3.95,3.45,2,Social,1,Collected themselves,Strong expertise required,Moderate opportunity for researcher expectations to influence results,Extreme opportunity for lack of diligence to affect the results,5,4,1,1,0,0,0,1,1,0,F Cheung,3/19/13,10-1-2013,F Cheung,2,"F(1, 41) = 7.81",43,prep = .97,,,between ANOVA,main effect,Hand-washing after experiencing disgust led participants to judge moral vignettes with less severity than participants who did not wash their hands. ,__p^2 = .16,,44,58,72,Complete,100,0.99,1,D Lakens,"F(1, 124) = 0.001",126,0.97,same,,between ANOVA,main effect,no,0.99,d = .006,C Christopherson,This replication was also submitted for publication in the March 2014 special edition issue of Social Psychology and includes both studies from the original manuscript.,1,https://osf.io/pkaqw/,PhD or equivalent,2001,Professor (or equivalent),Some Expertise,Slight Expertise,154,130,5800,was of much higher quality than the original study,was much better than the average study,Extremely similar,none,Extremely similar,Not at all similar,Moderately challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Social,43,F,is,1,41,7.81,prep,0.97,0.007866967,0.007866967,,0.400010244,126,F,is,1,124,0.001,is,0.97,0.974823723,0.974823723,,0.002839798,,one way ANOVA,one way ANOVA,,1,0,1,41,124,0.106108841,0,0
152,Genes and Popularity,SA Burt,PS,19,2,112-3,,"Adult, Environment, Female, Genotype, Humans, Male, Population Surveillance [methods], Promoter Regions, Genetic",1,,Burt,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,0,0,0,0,,,,J Cohoon,1,r = .20,127,<.05,,,correlation,correlation,"in sample 1, the G1438A polymorphism was associated with popularity ratings",r = .20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,127,r,is,,,0.2,<,0.05,0.023974716,0.023974716,,0.2,,,,,,,,,,,,,,,,,,,,,,,,
153,Extremal edge: a powerful cue to depth perception and figure-ground organization,"SE Palmer, T Ghose",PS,19,1,77-84,https://osf.io/0aifq/,"Attention, Contrast Sensitivity, Depth Perception, Discrimination Learning, Field Dependence-Independence, Humans, Optical Illusions, Orientation, Pattern Recognition, Visual",2,3,Palmer,10291,UC Berkeley,Palmer,10291,UC Berkeley,Johnston,0,MIT,Saxe,8175,MIT,38,5.61,5.61,6.42,6.42,2,Cognitive,1,Collected themselves,Strong expertise required,Slight opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,2.67,3,0,0,0,0,0,1,1,0,R Saxe,1-1-2012,5/29/12,R Saxe,2,t(7) = 4.45,8,<.001,,,single sample t-test,trend,Surfaces with a single EE (EE1) along the shared contour were perceived as closer than surfaces with two EE's orthogonal to the shared contour (Convex2),d = 1.573,,6,7,8,Complete,9,0.98,1,C Christopherson,t(7) = 0.32,8,0.76,same,,single sample t-test,trend,no,0.96,d = 0.11,G Jahn,we acquired the original stimuli and code for experiment delivery from the original authors.,1,https://osf.io/jnqky/,PhD or equivalent,2003,Associate Professor (or equivalent),Some Expertise,Moderate Expertise,110,76,8089,was about the same quality as the original study,was worse than the average study,Moderately similar,"In retrospect, I thin the population we recruited was substantially less motivated and attentive than the original group. Because this was a psychophysics study, participants needed to be very attentive and careful. It would have been better to use a trained, or more motivated, group.",Moderately similar,Moderately similar,Moderately challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Cognitive neuroscience,8,t,is,1,7,4.45,<,0.001,0.002971641,0.002971641,,0.859552403,8,t,is,1,7,0.32,is,0.76,0.758308044,0.758308044,,0.120073568,,single sample t-test,single sample t-test,,1,0,1,7,7,0.706141998,0,1
